,,,,,,,,,
,NO,CODE,LAB,LEVEL,SKILL,QUESTION,ANSWER,DIFFICULTY,EXPLANATION
,17,MUL0000000000017,PERKALIAN,1,"Perkalian 0, 1, dan 2",12 × 0,0,Mudah,"Berapa pun dikali 0 hasilnya selalu 0, karena tidak ada kelompok yang dihitung. 12 × 0 = 0."
,18,MUL0000000000018,PERKALIAN,1,"Perkalian 0, 1, dan 2",1 × 1,1,Mudah,Dikali 1 nilainya tidak berubah; hanya ada satu kelompok. 1 × 1 = 1.
,19,MUL0000000000019,PERKALIAN,1,"Perkalian 0, 1, dan 2",2 × 1,2,Mudah,Dikali 1 nilainya tidak berubah; hanya ada satu kelompok. 2 × 1 = 2.
,20,MUL0000000000020,PERKALIAN,1,"Perkalian 0, 1, dan 2",1 × 3,3,Mudah,Dikali 1 nilainya tidak berubah; hanya ada satu kelompok. 1 × 3 = 3.
,21,MUL0000000000021,PERKALIAN,1,"Perkalian 0, 1, dan 2",2 × 2,4,Mudah,Dikali 2 sama dengan dua kali lipat. 2 + 2 = 4.
,22,MUL0000000000022,PERKALIAN,1,"Perkalian 0, 1, dan 2",4 × 1,4,Mudah,Dikali 1 nilainya tidak berubah; hanya ada satu kelompok. 4 × 1 = 4.
,23,MUL0000000000023,PERKALIAN,1,"Perkalian 0, 1, dan 2",1 × 4,4,Mudah,Dikali 1 nilainya tidak berubah; hanya ada satu kelompok. 1 × 4 = 4.
,24,MUL0000000000024,PERKALIAN,1,"Perkalian 0, 1, dan 2",5 × 1,5,Mudah,Dikali 1 nilainya tidak berubah; hanya ada satu kelompok. 5 × 1 = 5.
,25,MUL0000000000025,PERKALIAN,1,"Perkalian 0, 1, dan 2",2 × 3,6,Mudah,Dikali 2 sama dengan dua kali lipat. 3 + 3 = 6.
,26,MUL0000000000026,PERKALIAN,1,"Perkalian 0, 1, dan 2",3 × 2,6,Mudah,Dikali 2 sama dengan dua kali lipat. 3 + 3 = 6.
,27,MUL0000000000027,PERKALIAN,1,"Perkalian 0, 1, dan 2",6 × 1,6,Mudah,Dikali 1 nilainya tidak berubah; hanya ada satu kelompok. 6 × 1 = 6.
,28,MUL0000000000028,PERKALIAN,1,"Perkalian 0, 1, dan 2",7 × 1,7,Mudah,Dikali 1 nilainya tidak berubah; hanya ada satu kelompok. 7 × 1 = 7.
,29,MUL0000000000029,PERKALIAN,1,"Perkalian 0, 1, dan 2",4 × 2,8,Mudah,Dikali 2 sama dengan dua kali lipat. 4 + 4 = 8.
,30,MUL0000000000030,PERKALIAN,1,"Perkalian 0, 1, dan 2",9 × 1,9,Mudah,Dikali 1 nilainya tidak berubah; hanya ada satu kelompok. 9 × 1 = 9.
,31,MUL0000000000031,PERKALIAN,1,"Perkalian 0, 1, dan 2",1 × 9,9,Mudah,Dikali 1 nilainya tidak berubah; hanya ada satu kelompok. 1 × 9 = 9.
,32,MUL0000000000032,PERKALIAN,1,"Perkalian 0, 1, dan 2",2 × 5,10,Mudah,Dikali 2 sama dengan dua kali lipat. 5 + 5 = 10.
,33,MUL0000000000033,PERKALIAN,1,"Perkalian 0, 1, dan 2",5 × 2,10,Mudah,Dikali 2 sama dengan dua kali lipat. 5 + 5 = 10.
,34,MUL0000000000034,PERKALIAN,1,"Perkalian 0, 1, dan 2",11 × 1,11,Mudah,Dikali 1 nilainya tidak berubah; hanya ada satu kelompok. 11 × 1 = 11.
,35,MUL0000000000035,PERKALIAN,1,"Perkalian 0, 1, dan 2",1 × 11,11,Mudah,Dikali 1 nilainya tidak berubah; hanya ada satu kelompok. 1 × 11 = 11.
,36,MUL0000000000036,PERKALIAN,1,"Perkalian 0, 1, dan 2",2 × 6,12,Mudah,Dikali 2 sama dengan dua kali lipat. 6 + 6 = 12.
,37,MUL0000000000037,PERKALIAN,1,"Perkalian 0, 1, dan 2",1 × 12,12,Mudah,Dikali 1 nilainya tidak berubah; hanya ada satu kelompok. 1 × 12 = 12.
,38,MUL0000000000038,PERKALIAN,1,"Perkalian 0, 1, dan 2",12 × 1,12,Mudah,Dikali 1 nilainya tidak berubah; hanya ada satu kelompok. 12 × 1 = 12.
,39,MUL0000000000039,PERKALIAN,1,"Perkalian 0, 1, dan 2",2 × 7,14,Mudah,Dikali 2 sama dengan dua kali lipat. 7 + 7 = 14.
,40,MUL0000000000040,PERKALIAN,1,"Perkalian 0, 1, dan 2",7 × 2,14,Mudah,Dikali 2 sama dengan dua kali lipat. 7 + 7 = 14.
,41,MUL0000000000041,PERKALIAN,1,"Perkalian 0, 1, dan 2",2 × 8,16,Mudah,Dikali 2 sama dengan dua kali lipat. 8 + 8 = 16.
,42,MUL0000000000042,PERKALIAN,1,"Perkalian 0, 1, dan 2",8 × 2,16,Mudah,Dikali 2 sama dengan dua kali lipat. 8 + 8 = 16.
,43,MUL0000000000043,PERKALIAN,1,"Perkalian 0, 1, dan 2",9 × 2,18,Mudah,Dikali 2 sama dengan dua kali lipat. 9 + 9 = 18.
,44,MUL0000000000044,PERKALIAN,1,"Perkalian 0, 1, dan 2",2 × 9,18,Mudah,Dikali 2 sama dengan dua kali lipat. 9 + 9 = 18.
,45,MUL0000000000045,PERKALIAN,1,"Perkalian 0, 1, dan 2",2 × 10,20,Mudah,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 2. 2 × 10 = 20.
,46,MUL0000000000046,PERKALIAN,1,"Perkalian 0, 1, dan 2",10 × 2,20,Mudah,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 2. 10 × 2 = 20.
,47,MUL0000000000047,PERKALIAN,1,"Perkalian 0, 1, dan 2",11 × 2,22,Sedang,Dikali 2 sama dengan dua kali lipat. 11 + 11 = 22.
,48,MUL0000000000048,PERKALIAN,1,"Perkalian 0, 1, dan 2",2 × 11,22,Sedang,Dikali 2 sama dengan dua kali lipat. 11 + 11 = 22.
,49,MUL0000000000049,PERKALIAN,1,"Perkalian 0, 1, dan 2",12 × 2,24,Sedang,Dikali 2 sama dengan dua kali lipat. 12 + 12 = 24.
,50,MUL0000000000050,PERKALIAN,1,"Perkalian 0, 1, dan 2",2 × 12,24,Sedang,Dikali 2 sama dengan dua kali lipat. 12 + 12 = 24.
,51,MUL0000000000051,PERKALIAN,1,Perkalian 5 dan 10,5 × 0,0,Mudah,"Berapa pun dikali 0 hasilnya selalu 0, karena tidak ada kelompok yang dihitung. 5 × 0 = 0."
,52,MUL0000000000052,PERKALIAN,1,Perkalian 5 dan 10,0 × 5,0,Mudah,"Berapa pun dikali 0 hasilnya selalu 0, karena tidak ada kelompok yang dihitung. 0 × 5 = 0."
,53,MUL0000000000053,PERKALIAN,1,Perkalian 5 dan 10,0 × 10,0,Mudah,"Berapa pun dikali 0 hasilnya selalu 0, karena tidak ada kelompok yang dihitung. 0 × 10 = 0."
,54,MUL0000000000054,PERKALIAN,1,Perkalian 5 dan 10,10 × 0,0,Mudah,"Berapa pun dikali 0 hasilnya selalu 0, karena tidak ada kelompok yang dihitung. 10 × 0 = 0."
,55,MUL0000000000055,PERKALIAN,1,Perkalian 5 dan 10,5 × 1,5,Mudah,Dikali 1 nilainya tidak berubah; hanya ada satu kelompok. 5 × 1 = 5.
,56,MUL0000000000056,PERKALIAN,1,Perkalian 5 dan 10,1 × 5,5,Mudah,Dikali 1 nilainya tidak berubah; hanya ada satu kelompok. 1 × 5 = 5.
,57,MUL0000000000057,PERKALIAN,1,Perkalian 5 dan 10,2 × 5,10,Mudah,Dikali 2 sama dengan dua kali lipat. 5 + 5 = 10.
,58,MUL0000000000058,PERKALIAN,1,Perkalian 5 dan 10,5 × 2,10,Mudah,Dikali 2 sama dengan dua kali lipat. 5 + 5 = 10.
,59,MUL0000000000059,PERKALIAN,1,Perkalian 5 dan 10,10 × 1,10,Mudah,Dikali 1 nilainya tidak berubah; hanya ada satu kelompok. 10 × 1 = 10.
,60,MUL0000000000060,PERKALIAN,1,Perkalian 5 dan 10,1 × 10,10,Mudah,Dikali 1 nilainya tidak berubah; hanya ada satu kelompok. 1 × 10 = 10.
,61,MUL0000000000061,PERKALIAN,1,Perkalian 5 dan 10,3 × 5,15,Mudah,"Perkalian 5 dihitung dengan lompat lima. 3 × 5 = 15, dan hasil kali 5 selalu berakhiran 0 atau 5."
,62,MUL0000000000062,PERKALIAN,1,Perkalian 5 dan 10,5 × 3,15,Mudah,"Perkalian 5 dihitung dengan lompat lima. 3 × 5 = 15, dan hasil kali 5 selalu berakhiran 0 atau 5."
,63,MUL0000000000063,PERKALIAN,1,Perkalian 5 dan 10,5 × 4,20,Mudah,"Perkalian 5 dihitung dengan lompat lima. 4 × 5 = 20, dan hasil kali 5 selalu berakhiran 0 atau 5."
,64,MUL0000000000064,PERKALIAN,1,Perkalian 5 dan 10,4 × 5,20,Mudah,"Perkalian 5 dihitung dengan lompat lima. 4 × 5 = 20, dan hasil kali 5 selalu berakhiran 0 atau 5."
,65,MUL0000000000065,PERKALIAN,1,Perkalian 5 dan 10,2 × 10,20,Mudah,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 2. 2 × 10 = 20.
,66,MUL0000000000066,PERKALIAN,1,Perkalian 5 dan 10,10 × 2,20,Mudah,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 2. 10 × 2 = 20.
,67,MUL0000000000067,PERKALIAN,1,Perkalian 5 dan 10,5 × 5,25,Mudah,"Perkalian 5 dihitung dengan lompat lima. 5 × 5 = 25, dan hasil kali 5 selalu berakhiran 0 atau 5."
,68,MUL0000000000068,PERKALIAN,1,Perkalian 5 dan 10,5 × 6,30,Mudah,"Perkalian 5 dihitung dengan lompat lima. 6 × 5 = 30, dan hasil kali 5 selalu berakhiran 0 atau 5."
,69,MUL0000000000069,PERKALIAN,1,Perkalian 5 dan 10,6 × 5,30,Mudah,"Perkalian 5 dihitung dengan lompat lima. 6 × 5 = 30, dan hasil kali 5 selalu berakhiran 0 atau 5."
,70,MUL0000000000070,PERKALIAN,1,Perkalian 5 dan 10,3 × 10,30,Mudah,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 3. 3 × 10 = 30.
,71,MUL0000000000071,PERKALIAN,1,Perkalian 5 dan 10,10 × 3,30,Mudah,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 3. 10 × 3 = 30.
,72,MUL0000000000072,PERKALIAN,1,Perkalian 5 dan 10,7 × 5,35,Mudah,"Perkalian 5 dihitung dengan lompat lima. 7 × 5 = 35, dan hasil kali 5 selalu berakhiran 0 atau 5."
,73,MUL0000000000073,PERKALIAN,1,Perkalian 5 dan 10,5 × 7,35,Mudah,"Perkalian 5 dihitung dengan lompat lima. 7 × 5 = 35, dan hasil kali 5 selalu berakhiran 0 atau 5."
,74,MUL0000000000074,PERKALIAN,1,Perkalian 5 dan 10,5 × 8,40,Mudah,"Perkalian 5 dihitung dengan lompat lima. 8 × 5 = 40, dan hasil kali 5 selalu berakhiran 0 atau 5."
,75,MUL0000000000075,PERKALIAN,1,Perkalian 5 dan 10,8 × 5,40,Mudah,"Perkalian 5 dihitung dengan lompat lima. 8 × 5 = 40, dan hasil kali 5 selalu berakhiran 0 atau 5."
,76,MUL0000000000076,PERKALIAN,1,Perkalian 5 dan 10,10 × 4,40,Mudah,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 4. 10 × 4 = 40.
,77,MUL0000000000077,PERKALIAN,1,Perkalian 5 dan 10,4 × 10,40,Mudah,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 4. 4 × 10 = 40.
,78,MUL0000000000078,PERKALIAN,1,Perkalian 5 dan 10,5 × 9,45,Mudah,"Perkalian 5 dihitung dengan lompat lima. 9 × 5 = 45, dan hasil kali 5 selalu berakhiran 0 atau 5."
,79,MUL0000000000079,PERKALIAN,1,Perkalian 5 dan 10,9 × 5,45,Mudah,"Perkalian 5 dihitung dengan lompat lima. 9 × 5 = 45, dan hasil kali 5 selalu berakhiran 0 atau 5."
,80,MUL0000000000080,PERKALIAN,1,Perkalian 5 dan 10,10 × 5,50,Mudah,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 5. 10 × 5 = 50.
,81,MUL0000000000081,PERKALIAN,1,Perkalian 5 dan 10,5 × 10,50,Mudah,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 5. 5 × 10 = 50.
,82,MUL0000000000082,PERKALIAN,1,Perkalian 5 dan 10,10 × 6,60,Mudah,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 6. 10 × 6 = 60.
,83,MUL0000000000083,PERKALIAN,1,Perkalian 5 dan 10,6 × 10,60,Mudah,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 6. 6 × 10 = 60.
,84,MUL0000000000084,PERKALIAN,1,Perkalian 5 dan 10,7 × 10,70,Mudah,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 7. 7 × 10 = 70.
,85,MUL0000000000085,PERKALIAN,1,Perkalian 5 dan 10,10 × 7,70,Mudah,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 7. 10 × 7 = 70.
,86,MUL0000000000086,PERKALIAN,1,Perkalian 5 dan 10,10 × 8,80,Mudah,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 8. 10 × 8 = 80.
,87,MUL0000000000087,PERKALIAN,1,Perkalian 5 dan 10,8 × 10,80,Mudah,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 8. 8 × 10 = 80.
,88,MUL0000000000088,PERKALIAN,1,Perkalian 5 dan 10,10 × 9,90,Mudah,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 9. 10 × 9 = 90.
,89,MUL0000000000089,PERKALIAN,1,Perkalian 5 dan 10,9 × 10,90,Mudah,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 9. 9 × 10 = 90.
,90,MUL0000000000090,PERKALIAN,1,Perkalian 5 dan 10,10 × 10,100,Mudah,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 10. 10 × 10 = 100.
,91,MUL0000000000091,PERKALIAN,1,Perkalian 5 dan 10,5 × 11,55,Sedang,"Perkalian 5 dihitung dengan lompat lima. 11 × 5 = 55, dan hasil kali 5 selalu berakhiran 0 atau 5."
,92,MUL0000000000092,PERKALIAN,1,Perkalian 5 dan 10,11 × 5,55,Sedang,"Perkalian 5 dihitung dengan lompat lima. 11 × 5 = 55, dan hasil kali 5 selalu berakhiran 0 atau 5."
,93,MUL0000000000093,PERKALIAN,1,Perkalian 5 dan 10,12 × 5,60,Sedang,"Perkalian 5 dihitung dengan lompat lima. 12 × 5 = 60, dan hasil kali 5 selalu berakhiran 0 atau 5."
,94,MUL0000000000094,PERKALIAN,1,Perkalian 5 dan 10,5 × 12,60,Sedang,"Perkalian 5 dihitung dengan lompat lima. 12 × 5 = 60, dan hasil kali 5 selalu berakhiran 0 atau 5."
,95,MUL0000000000095,PERKALIAN,1,Perkalian 5 dan 10,11 × 10,110,Sedang,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 11. 11 × 10 = 110.
,96,MUL0000000000096,PERKALIAN,1,Perkalian 5 dan 10,10 × 11,110,Sedang,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 11. 10 × 11 = 110.
,97,MUL0000000000097,PERKALIAN,1,Perkalian 5 dan 10,10 × 12,120,Sedang,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 12. 10 × 12 = 120.
,98,MUL0000000000098,PERKALIAN,1,Perkalian 5 dan 10,12 × 10,120,Sedang,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 12. 12 × 10 = 120.
,99,MUL0000000000099,PERKALIAN,1,Perkalian 3 dan 4,0 × 3,0,Mudah,"Berapa pun dikali 0 hasilnya selalu 0, karena tidak ada kelompok yang dihitung. 0 × 3 = 0."
,100,MUL0000000000100,PERKALIAN,1,Perkalian 3 dan 4,3 × 0,0,Mudah,"Berapa pun dikali 0 hasilnya selalu 0, karena tidak ada kelompok yang dihitung. 3 × 0 = 0."
,101,MUL0000000000101,PERKALIAN,1,Perkalian 3 dan 4,0 × 4,0,Mudah,"Berapa pun dikali 0 hasilnya selalu 0, karena tidak ada kelompok yang dihitung. 0 × 4 = 0."
,102,MUL0000000000102,PERKALIAN,1,Perkalian 3 dan 4,4 × 0,0,Mudah,"Berapa pun dikali 0 hasilnya selalu 0, karena tidak ada kelompok yang dihitung. 4 × 0 = 0."
,103,MUL0000000000103,PERKALIAN,1,Perkalian 3 dan 4,1 × 3,3,Mudah,Dikali 1 nilainya tidak berubah; hanya ada satu kelompok. 1 × 3 = 3.
,104,MUL0000000000104,PERKALIAN,1,Perkalian 3 dan 4,3 × 1,3,Mudah,Dikali 1 nilainya tidak berubah; hanya ada satu kelompok. 3 × 1 = 3.
,105,MUL0000000000105,PERKALIAN,1,Perkalian 3 dan 4,4 × 1,4,Mudah,Dikali 1 nilainya tidak berubah; hanya ada satu kelompok. 4 × 1 = 4.
,106,MUL0000000000106,PERKALIAN,1,Perkalian 3 dan 4,1 × 4,4,Mudah,Dikali 1 nilainya tidak berubah; hanya ada satu kelompok. 1 × 4 = 4.
,107,MUL0000000000107,PERKALIAN,1,Perkalian 3 dan 4,2 × 3,6,Mudah,Dikali 2 sama dengan dua kali lipat. 3 + 3 = 6.
,108,MUL0000000000108,PERKALIAN,1,Perkalian 3 dan 4,3 × 2,6,Mudah,Dikali 2 sama dengan dua kali lipat. 3 + 3 = 6.
,109,MUL0000000000109,PERKALIAN,1,Perkalian 3 dan 4,2 × 4,8,Mudah,Dikali 2 sama dengan dua kali lipat. 4 + 4 = 8.
,110,MUL0000000000110,PERKALIAN,1,Perkalian 3 dan 4,4 × 2,8,Mudah,Dikali 2 sama dengan dua kali lipat. 4 + 4 = 8.
,111,MUL0000000000111,PERKALIAN,1,Perkalian 3 dan 4,3 × 5,15,Mudah,"Perkalian 5 dihitung dengan lompat lima. 3 × 5 = 15, dan hasil kali 5 selalu berakhiran 0 atau 5."
,112,MUL0000000000112,PERKALIAN,1,Perkalian 3 dan 4,5 × 3,15,Mudah,"Perkalian 5 dihitung dengan lompat lima. 3 × 5 = 15, dan hasil kali 5 selalu berakhiran 0 atau 5."
,113,MUL0000000000113,PERKALIAN,1,Perkalian 3 dan 4,4 × 5,20,Mudah,"Perkalian 5 dihitung dengan lompat lima. 4 × 5 = 20, dan hasil kali 5 selalu berakhiran 0 atau 5."
,114,MUL0000000000114,PERKALIAN,1,Perkalian 3 dan 4,5 × 4,20,Mudah,"Perkalian 5 dihitung dengan lompat lima. 4 × 5 = 20, dan hasil kali 5 selalu berakhiran 0 atau 5."
,115,MUL0000000000115,PERKALIAN,1,Perkalian 3 dan 4,10 × 3,30,Mudah,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 3. 10 × 3 = 30.
,116,MUL0000000000116,PERKALIAN,1,Perkalian 3 dan 4,3 × 10,30,Mudah,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 3. 3 × 10 = 30.
,117,MUL0000000000117,PERKALIAN,1,Perkalian 3 dan 4,4 × 10,40,Mudah,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 4. 4 × 10 = 40.
,118,MUL0000000000118,PERKALIAN,1,Perkalian 3 dan 4,10 × 4,40,Mudah,Perkalian 10 itu mudah: cukup tambahkan satu angka nol di belakang 4. 10 × 4 = 40.
,119,MUL0000000000119,PERKALIAN,1,Perkalian 3 dan 4,3 × 3,9,Sedang,3 × 3 berarti menjumlahkan 3 sebanyak 3 kali: 3 + 3 + 3 = 9.
,120,MUL0000000000120,PERKALIAN,1,Perkalian 3 dan 4,3 × 4,12,Sedang,3 × 4 berarti menjumlahkan 4 sebanyak 3 kali: 4 + 4 + 4 = 12.
,121,MUL0000000000121,PERKALIAN,1,Perkalian 3 dan 4,4 × 3,12,Sedang,4 × 3 berarti menjumlahkan 4 sebanyak 3 kali: 4 + 4 + 4 = 12.
,122,MUL0000000000122,PERKALIAN,1,Perkalian 3 dan 4,4 × 4,16,Sedang,4 × 4 berarti menjumlahkan 4 sebanyak 4 kali: 4 + 4 + 4 + 4 = 16.
,123,MUL0000000000123,PERKALIAN,1,Perkalian 3 dan 4,6 × 3,18,Sedang,6 × 3 berarti menjumlahkan 6 sebanyak 3 kali: 6 + 6 + 6 = 18.
,124,MUL0000000000124,PERKALIAN,1,Perkalian 3 dan 4,3 × 6,18,Sedang,3 × 6 berarti menjumlahkan 6 sebanyak 3 kali: 6 + 6 + 6 = 18.
,125,MUL0000000000125,PERKALIAN,1,Perkalian 3 dan 4,3 × 7,21,Sedang,3 × 7 berarti menjumlahkan 7 sebanyak 3 kali: 7 + 7 + 7 = 21.
,126,MUL0000000000126,PERKALIAN,1,Perkalian 3 dan 4,7 × 3,21,Sedang,7 × 3 berarti menjumlahkan 7 sebanyak 3 kali: 7 + 7 + 7 = 21.
,127,MUL0000000000127,PERKALIAN,1,Perkalian 3 dan 4,6 × 4,24,Sedang,6 × 4 berarti menjumlahkan 6 sebanyak 4 kali: 6 + 6 + 6 + 6 = 24.
,128,MUL0000000000128,PERKALIAN,1,Perkalian 3 dan 4,4 × 6,24,Sedang,4 × 6 berarti menjumlahkan 6 sebanyak 4 kali: 6 + 6 + 6 + 6 = 24.
,129,MUL0000000000129,PERKALIAN,1,Perkalian 3 dan 4,8 × 3,24,Sedang,8 × 3 berarti menjumlahkan 8 sebanyak 3 kali: 8 + 8 + 8 = 24.
,130,MUL0000000000130,PERKALIAN,1,Perkalian 3 dan 4,3 × 8,24,Sedang,3 × 8 berarti menjumlahkan 8 sebanyak 3 kali: 8 + 8 + 8 = 24.
,131,MUL0000000000131,PERKALIAN,1,Perkalian 3 dan 4,9 × 3,27,Sedang,9 × 3 berarti menjumlahkan 9 sebanyak 3 kali: 9 + 9 + 9 = 27.
,132,MUL0000000000132,PERKALIAN,1,Perkalian 3 dan 4,3 × 9,27,Sedang,3 × 9 berarti menjumlahkan 9 sebanyak 3 kali: 9 + 9 + 9 = 27.
,133,MUL0000000000133,PERKALIAN,1,Perkalian 3 dan 4,7 × 4,28,Sedang,7 × 4 berarti menjumlahkan 7 sebanyak 4 kali: 7 + 7 + 7 + 7 = 28.
,134,MUL0000000000134,PERKALIAN,1,Perkalian 3 dan 4,4 × 7,28,Sedang,4 × 7 berarti menjumlahkan 7 sebanyak 4 kali: 7 + 7 + 7 + 7 = 28.
,135,MUL0000000000135,PERKALIAN,1,Perkalian 3 dan 4,4 × 8,32,Sedang,4 × 8 berarti menjumlahkan 8 sebanyak 4 kali: 8 + 8 + 8 + 8 = 32.
,136,MUL0000000000136,PERKALIAN,1,Perkalian 3 dan 4,8 × 4,32,Sedang,8 × 4 berarti menjumlahkan 8 sebanyak 4 kali: 8 + 8 + 8 + 8 = 32.
,137,MUL0000000000137,PERKALIAN,1,Perkalian 3 dan 4,3 × 11,33,Sedang,3 × 11 berarti menjumlahkan 11 sebanyak 3 kali: 11 + 11 + 11 = 33.
,138,MUL0000000000138,PERKALIAN,1,Perkalian 3 dan 4,11 × 3,33,Sedang,11 × 3 berarti menjumlahkan 11 sebanyak 3 kali: 11 + 11 + 11 = 33.
,139,MUL0000000000139,PERKALIAN,1,Perkalian 3 dan 4,9 × 4,36,Sedang,9 × 4 berarti menjumlahkan 9 sebanyak 4 kali: 9 + 9 + 9 + 9 = 36.
,140,MUL0000000000140,PERKALIAN,1,Perkalian 3 dan 4,4 × 9,36,Sedang,4 × 9 berarti menjumlahkan 9 sebanyak 4 kali: 9 + 9 + 9 + 9 = 36.
,141,MUL0000000000141,PERKALIAN,1,Perkalian 3 dan 4,12 × 3,36,Sedang,12 × 3 berarti menjumlahkan 12 sebanyak 3 kali: 12 + 12 + 12 = 36.
,142,MUL0000000000142,PERKALIAN,1,Perkalian 3 dan 4,3 × 12,36,Sedang,3 × 12 berarti menjumlahkan 12 sebanyak 3 kali: 12 + 12 + 12 = 36.
,143,MUL0000000000143,PERKALIAN,1,Perkalian 3 dan 4,11 × 4,44,Sedang,11 × 4 berarti menjumlahkan 11 sebanyak 4 kali: 11 + 11 + 11 + 11 = 44.
