,,,,,,,,,
,NO,CODE,LAB,LEVEL,SKILL,QUESTION,ANSWER,DIFFICULTY,EXPLANATION
,13,ADD0000000000013,PENJUMLAHAN,1,Pertambahan 0-9,1 + 5,6,Mudah,"Ambil bilangan yang lebih besar dulu, yaitu 5, lalu hitung maju 1 langkah: 6. Berhenti di 6."
,14,ADD0000000000014,PENJUMLAHAN,1,Pertambahan 0-9,6 + 0,6,Mudah,Menambahkan nol tidak menambah apa pun. 6 + 0 tetap 6. Setiap bilangan yang ditambah 0 nilainya tidak berubah.
,15,ADD0000000000015,PENJUMLAHAN,1,Pertambahan 0-9,3 + 4,7,Mudah,"Ambil bilangan yang lebih besar dulu, yaitu 4, lalu hitung maju 3 langkah: 5 → 6 → 7. Berhenti di 7."
,16,ADD0000000000016,PENJUMLAHAN,1,Pertambahan 0-9,5 + 2,7,Sedang,"Ambil bilangan yang lebih besar dulu, yaitu 5, lalu hitung maju 2 langkah: 6 → 7. Berhenti di 7."
,17,ADD0000000000017,PENJUMLAHAN,1,Pertambahan 0-9,6 + 1,7,Sedang,"Ambil bilangan yang lebih besar dulu, yaitu 6, lalu hitung maju 1 langkah: 7. Berhenti di 7."
,18,ADD0000000000018,PENJUMLAHAN,1,Pertambahan 0-9,0 + 7,7,Sedang,Menambahkan nol tidak menambah apa pun. 0 + 7 tetap 7. Setiap bilangan yang ditambah 0 nilainya tidak berubah.
,19,ADD0000000000019,PENJUMLAHAN,1,Pertambahan 0-9,7 + 0,7,Sedang,Menambahkan nol tidak menambah apa pun. 7 + 0 tetap 7. Setiap bilangan yang ditambah 0 nilainya tidak berubah.
,20,ADD0000000000020,PENJUMLAHAN,1,Pertambahan 0-9,4 + 4,8,Sedang,"Ambil bilangan yang lebih besar dulu, yaitu 4, lalu hitung maju 4 langkah: 5 → 6 → 7 → 8. Berhenti di 8."
,21,ADD0000000000021,PENJUMLAHAN,1,Pertambahan 0-9,2 + 6,8,Sedang,"Ambil bilangan yang lebih besar dulu, yaitu 6, lalu hitung maju 2 langkah: 7 → 8. Berhenti di 8."
,22,ADD0000000000022,PENJUMLAHAN,1,Pertambahan 0-9,8 + 0,8,Sedang,Menambahkan nol tidak menambah apa pun. 8 + 0 tetap 8. Setiap bilangan yang ditambah 0 nilainya tidak berubah.
,23,ADD0000000000023,PENJUMLAHAN,1,Pertambahan 0-9,0 + 8,8,Sedang,Menambahkan nol tidak menambah apa pun. 0 + 8 tetap 8. Setiap bilangan yang ditambah 0 nilainya tidak berubah.
,24,ADD0000000000024,PENJUMLAHAN,1,Pertambahan 0-9,4 + 5,9,Sedang,"Ambil bilangan yang lebih besar dulu, yaitu 5, lalu hitung maju 4 langkah: 6 → 7 → 8 → 9. Berhenti di 9."
,25,ADD0000000000025,PENJUMLAHAN,1,Pertambahan 0-9,3 + 6,9,Sedang,"Ambil bilangan yang lebih besar dulu, yaitu 6, lalu hitung maju 3 langkah: 7 → 8 → 9. Berhenti di 9."
,26,ADD0000000000026,PENJUMLAHAN,1,Pertambahan 0-9,6 + 3,9,Sedang,"Ambil bilangan yang lebih besar dulu, yaitu 6, lalu hitung maju 3 langkah: 7 → 8 → 9. Berhenti di 9."
,27,ADD0000000000027,PENJUMLAHAN,1,Pertambahan 0-9,7 + 2,9,Sedang,"Ambil bilangan yang lebih besar dulu, yaitu 7, lalu hitung maju 2 langkah: 8 → 9. Berhenti di 9."
,28,ADD0000000000028,PENJUMLAHAN,1,Pertambahan 0-9,1 + 8,9,Sedang,"Ambil bilangan yang lebih besar dulu, yaitu 8, lalu hitung maju 1 langkah: 9. Berhenti di 9."
,29,ADD0000000000029,PENJUMLAHAN,1,Pertambahan 0-9,0 + 9,9,Sedang,Menambahkan nol tidak menambah apa pun. 0 + 9 tetap 9. Setiap bilangan yang ditambah 0 nilainya tidak berubah.
,30,ADD0000000000030,PENJUMLAHAN,1,Pertambahan 0-9,5 + 5,10,Sedang,"Ambil bilangan yang lebih besar dulu, yaitu 5, lalu hitung maju 5 langkah: 6 → 7 → 8 → 9 → 10. Berhenti di 10."
,31,ADD0000000000031,PENJUMLAHAN,1,Pertambahan 0-9,3 + 7,10,Sedang,"Ambil bilangan yang lebih besar dulu, yaitu 7, lalu hitung maju 3 langkah: 8 → 9 → 10. Berhenti di 10."
,32,ADD0000000000032,PENJUMLAHAN,1,Pertambahan 0-9,7 + 3,10,Sedang,"Ambil bilangan yang lebih besar dulu, yaitu 7, lalu hitung maju 3 langkah: 8 → 9 → 10. Berhenti di 10."
,33,ADD0000000000033,PENJUMLAHAN,1,Pertambahan 0-9,9 + 1,10,Sedang,"Ambil bilangan yang lebih besar dulu, yaitu 9, lalu hitung maju 1 langkah: 10. Berhenti di 10."
,34,ADD0000000000034,PENJUMLAHAN,1,Pertambahan 0-9,6 + 5,11,Sedang,"Pakai cara genapkan sepuluh. 6 kurang 4 lagi untuk jadi 10, jadi pecah 5 menjadi 4 + 1. 6 + 4 = 10, lalu 10 + 1 = 11."
,35,ADD0000000000035,PENJUMLAHAN,1,Pertambahan 0-9,5 + 6,11,Sedang,"Pakai cara genapkan sepuluh. 6 kurang 4 lagi untuk jadi 10, jadi pecah 5 menjadi 4 + 1. 6 + 4 = 10, lalu 10 + 1 = 11."
,36,ADD0000000000036,PENJUMLAHAN,1,Pertambahan 0-9,7 + 4,11,Sulit,"Pakai cara genapkan sepuluh. 7 kurang 3 lagi untuk jadi 10, jadi pecah 4 menjadi 3 + 1. 7 + 3 = 10, lalu 10 + 1 = 11."
,37,ADD0000000000037,PENJUMLAHAN,1,Pertambahan 0-9,4 + 7,11,Sulit,"Pakai cara genapkan sepuluh. 7 kurang 3 lagi untuk jadi 10, jadi pecah 4 menjadi 3 + 1. 7 + 3 = 10, lalu 10 + 1 = 11."
,38,ADD0000000000038,PENJUMLAHAN,1,Pertambahan 0-9,8 + 3,11,Sulit,"Pakai cara genapkan sepuluh. 8 kurang 2 lagi untuk jadi 10, jadi pecah 3 menjadi 2 + 1. 8 + 2 = 10, lalu 10 + 1 = 11."
,39,ADD0000000000039,PENJUMLAHAN,1,Pertambahan 0-9,9 + 2,11,Sulit,"Pakai cara genapkan sepuluh. 9 kurang 1 lagi untuk jadi 10, jadi pecah 2 menjadi 1 + 1. 9 + 1 = 10, lalu 10 + 1 = 11."
,40,ADD0000000000040,PENJUMLAHAN,1,Pertambahan 0-9,6 + 6,12,Sulit,"Pakai cara genapkan sepuluh. 6 kurang 4 lagi untuk jadi 10, jadi pecah 6 menjadi 4 + 2. 6 + 4 = 10, lalu 10 + 2 = 12."
,41,ADD0000000000041,PENJUMLAHAN,1,Pertambahan 0-9,4 + 8,12,Sulit,"Pakai cara genapkan sepuluh. 8 kurang 2 lagi untuk jadi 10, jadi pecah 4 menjadi 2 + 2. 8 + 2 = 10, lalu 10 + 2 = 12."
,42,ADD0000000000042,PENJUMLAHAN,1,Pertambahan 0-9,3 + 9,12,Sulit,"Pakai cara genapkan sepuluh. 9 kurang 1 lagi untuk jadi 10, jadi pecah 3 menjadi 1 + 2. 9 + 1 = 10, lalu 10 + 2 = 12."
,43,ADD0000000000043,PENJUMLAHAN,1,Pertambahan 0-9,7 + 6,13,Sulit,"Pakai cara genapkan sepuluh. 7 kurang 3 lagi untuk jadi 10, jadi pecah 6 menjadi 3 + 3. 7 + 3 = 10, lalu 10 + 3 = 13."
,44,ADD0000000000044,PENJUMLAHAN,1,Pertambahan 0-9,8 + 5,13,Sulit,"Pakai cara genapkan sepuluh. 8 kurang 2 lagi untuk jadi 10, jadi pecah 5 menjadi 2 + 3. 8 + 2 = 10, lalu 10 + 3 = 13."
,45,ADD0000000000045,PENJUMLAHAN,1,Pertambahan 0-9,4 + 9,13,Sulit,"Pakai cara genapkan sepuluh. 9 kurang 1 lagi untuk jadi 10, jadi pecah 4 menjadi 1 + 3. 9 + 1 = 10, lalu 10 + 3 = 13."
,46,ADD0000000000046,PENJUMLAHAN,1,Pertambahan 0-9,5 + 9,14,Sulit,"Pakai cara genapkan sepuluh. 9 kurang 1 lagi untuk jadi 10, jadi pecah 5 menjadi 1 + 4. 9 + 1 = 10, lalu 10 + 4 = 14."
,47,ADD0000000000047,PENJUMLAHAN,1,Pertambahan 0-9,8 + 7,15,Sulit,"Pakai cara genapkan sepuluh. 8 kurang 2 lagi untuk jadi 10, jadi pecah 7 menjadi 2 + 5. 8 + 2 = 10, lalu 10 + 5 = 15."
,48,ADD0000000000048,PENJUMLAHAN,1,Pertambahan 0-9,7 + 8,15,Sulit,"Pakai cara genapkan sepuluh. 8 kurang 2 lagi untuk jadi 10, jadi pecah 7 menjadi 2 + 5. 8 + 2 = 10, lalu 10 + 5 = 15."
,49,ADD0000000000049,PENJUMLAHAN,1,Pertambahan 0-9,9 + 6,15,Sulit,"Pakai cara genapkan sepuluh. 9 kurang 1 lagi untuk jadi 10, jadi pecah 6 menjadi 1 + 5. 9 + 1 = 10, lalu 10 + 5 = 15."
,50,ADD0000000000050,PENJUMLAHAN,1,Pertambahan 0-9,9 + 8,17,Sulit,"Pakai cara genapkan sepuluh. 9 kurang 1 lagi untuk jadi 10, jadi pecah 8 menjadi 1 + 7. 9 + 1 = 10, lalu 10 + 7 = 17."
,51,ADD0000000000051,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,10 + 0,10,Mudah,Menambahkan nol tidak menambah apa pun. 10 + 0 tetap 10. Setiap bilangan yang ditambah 0 nilainya tidak berubah.
,52,ADD0000000000052,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,1 + 10,11,Mudah,Puluhannya tetap 10. Cukup tambahkan satuannya: 0 + 1 = 1. Jadi hasilnya 11.
,53,ADD0000000000053,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,11 + 0,11,Mudah,Menambahkan nol tidak menambah apa pun. 11 + 0 tetap 11. Setiap bilangan yang ditambah 0 nilainya tidak berubah.
,54,ADD0000000000054,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,1 + 11,12,Mudah,Puluhannya tetap 10. Cukup tambahkan satuannya: 1 + 1 = 2. Jadi hasilnya 12.
,55,ADD0000000000055,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,12 + 0,12,Mudah,Menambahkan nol tidak menambah apa pun. 12 + 0 tetap 12. Setiap bilangan yang ditambah 0 nilainya tidak berubah.
,56,ADD0000000000056,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,1 + 12,13,Mudah,Puluhannya tetap 10. Cukup tambahkan satuannya: 2 + 1 = 3. Jadi hasilnya 13.
,57,ADD0000000000057,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,2 + 12,14,Mudah,Puluhannya tetap 10. Cukup tambahkan satuannya: 2 + 2 = 4. Jadi hasilnya 14.
,58,ADD0000000000058,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,5 + 10,15,Mudah,Puluhannya tetap 10. Cukup tambahkan satuannya: 0 + 5 = 5. Jadi hasilnya 15.
,59,ADD0000000000059,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,15 + 0,15,Mudah,Menambahkan nol tidak menambah apa pun. 15 + 0 tetap 15. Setiap bilangan yang ditambah 0 nilainya tidak berubah.
,60,ADD0000000000060,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,6 + 10,16,Mudah,Puluhannya tetap 10. Cukup tambahkan satuannya: 0 + 6 = 6. Jadi hasilnya 16.
,61,ADD0000000000061,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,11 + 5,16,Mudah,Puluhannya tetap 10. Cukup tambahkan satuannya: 1 + 5 = 6. Jadi hasilnya 16.
,62,ADD0000000000062,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,2 + 14,16,Mudah,Puluhannya tetap 10. Cukup tambahkan satuannya: 4 + 2 = 6. Jadi hasilnya 16.
,63,ADD0000000000063,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,14 + 2,16,Mudah,Puluhannya tetap 10. Cukup tambahkan satuannya: 4 + 2 = 6. Jadi hasilnya 16.
,64,ADD0000000000064,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,16 + 0,16,Mudah,Menambahkan nol tidak menambah apa pun. 16 + 0 tetap 16. Setiap bilangan yang ditambah 0 nilainya tidak berubah.
,65,ADD0000000000065,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,7 + 10,17,Mudah,Puluhannya tetap 10. Cukup tambahkan satuannya: 0 + 7 = 7. Jadi hasilnya 17.
,66,ADD0000000000066,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,11 + 6,17,Sedang,Puluhannya tetap 10. Cukup tambahkan satuannya: 1 + 6 = 7. Jadi hasilnya 17.
,67,ADD0000000000067,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,4 + 13,17,Sedang,Puluhannya tetap 10. Cukup tambahkan satuannya: 3 + 4 = 7. Jadi hasilnya 17.
,68,ADD0000000000068,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,1 + 16,17,Sedang,Puluhannya tetap 10. Cukup tambahkan satuannya: 6 + 1 = 7. Jadi hasilnya 17.
,69,ADD0000000000069,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,0 + 17,17,Sedang,Menambahkan nol tidak menambah apa pun. 0 + 17 tetap 17. Setiap bilangan yang ditambah 0 nilainya tidak berubah.
,70,ADD0000000000070,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,5 + 13,18,Sedang,Puluhannya tetap 10. Cukup tambahkan satuannya: 3 + 5 = 8. Jadi hasilnya 18.
,71,ADD0000000000071,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,13 + 5,18,Sedang,Puluhannya tetap 10. Cukup tambahkan satuannya: 3 + 5 = 8. Jadi hasilnya 18.
,72,ADD0000000000072,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,14 + 4,18,Sedang,Puluhannya tetap 10. Cukup tambahkan satuannya: 4 + 4 = 8. Jadi hasilnya 18.
,73,ADD0000000000073,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,15 + 3,18,Sedang,Puluhannya tetap 10. Cukup tambahkan satuannya: 5 + 3 = 8. Jadi hasilnya 18.
,74,ADD0000000000074,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,2 + 16,18,Sedang,Puluhannya tetap 10. Cukup tambahkan satuannya: 6 + 2 = 8. Jadi hasilnya 18.
,75,ADD0000000000075,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,16 + 2,18,Sedang,Puluhannya tetap 10. Cukup tambahkan satuannya: 6 + 2 = 8. Jadi hasilnya 18.
,76,ADD0000000000076,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,1 + 17,18,Sedang,Puluhannya tetap 10. Cukup tambahkan satuannya: 7 + 1 = 8. Jadi hasilnya 18.
,77,ADD0000000000077,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,18 + 0,18,Sedang,Menambahkan nol tidak menambah apa pun. 18 + 0 tetap 18. Setiap bilangan yang ditambah 0 nilainya tidak berubah.
,78,ADD0000000000078,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,10 + 9,19,Sedang,Puluhannya tetap 10. Cukup tambahkan satuannya: 0 + 9 = 9. Jadi hasilnya 19.
,79,ADD0000000000079,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,9 + 10,19,Sedang,Puluhannya tetap 10. Cukup tambahkan satuannya: 0 + 9 = 9. Jadi hasilnya 19.
,80,ADD0000000000080,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,7 + 12,19,Sedang,Puluhannya tetap 10. Cukup tambahkan satuannya: 2 + 7 = 9. Jadi hasilnya 19.
,81,ADD0000000000081,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,16 + 3,19,Sedang,Puluhannya tetap 10. Cukup tambahkan satuannya: 6 + 3 = 9. Jadi hasilnya 19.
,82,ADD0000000000082,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,17 + 2,19,Sedang,Puluhannya tetap 10. Cukup tambahkan satuannya: 7 + 2 = 9. Jadi hasilnya 19.
,83,ADD0000000000083,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,18 + 1,19,Sedang,Puluhannya tetap 10. Cukup tambahkan satuannya: 8 + 1 = 9. Jadi hasilnya 19.
,84,ADD0000000000084,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,19 + 0,19,Sedang,Menambahkan nol tidak menambah apa pun. 19 + 0 tetap 19. Setiap bilangan yang ditambah 0 nilainya tidak berubah.
,85,ADD0000000000085,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,0 + 19,19,Sedang,Menambahkan nol tidak menambah apa pun. 0 + 19 tetap 19. Setiap bilangan yang ditambah 0 nilainya tidak berubah.
,86,ADD0000000000086,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,3 + 17,20,Sulit,"Tambahkan satuannya: 7 + 3 = 10, lewat sepuluh. Simpan 1 puluhan lalu gabungkan: 10 + 10 + 0 = 20."
,87,ADD0000000000087,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,1 + 19,20,Sulit,"Tambahkan satuannya: 9 + 1 = 10, lewat sepuluh. Simpan 1 puluhan lalu gabungkan: 10 + 10 + 0 = 20."
,88,ADD0000000000088,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,2 + 19,21,Sulit,"Tambahkan satuannya: 9 + 2 = 11, lewat sepuluh. Simpan 1 puluhan lalu gabungkan: 10 + 10 + 1 = 21."
,89,ADD0000000000089,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,9 + 13,22,Sulit,"Tambahkan satuannya: 3 + 9 = 12, lewat sepuluh. Simpan 1 puluhan lalu gabungkan: 10 + 10 + 2 = 22."
,90,ADD0000000000090,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,16 + 6,22,Sulit,"Tambahkan satuannya: 6 + 6 = 12, lewat sepuluh. Simpan 1 puluhan lalu gabungkan: 10 + 10 + 2 = 22."
,91,ADD0000000000091,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,17 + 5,22,Sulit,"Tambahkan satuannya: 7 + 5 = 12, lewat sepuluh. Simpan 1 puluhan lalu gabungkan: 10 + 10 + 2 = 22."
,92,ADD0000000000092,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,5 + 17,22,Sulit,"Tambahkan satuannya: 7 + 5 = 12, lewat sepuluh. Simpan 1 puluhan lalu gabungkan: 10 + 10 + 2 = 22."
,93,ADD0000000000093,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,9 + 15,24,Sulit,"Tambahkan satuannya: 5 + 9 = 14, lewat sepuluh. Simpan 1 puluhan lalu gabungkan: 10 + 10 + 4 = 24."
,94,ADD0000000000094,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,16 + 8,24,Sulit,"Tambahkan satuannya: 6 + 8 = 14, lewat sepuluh. Simpan 1 puluhan lalu gabungkan: 10 + 10 + 4 = 24."
,95,ADD0000000000095,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,17 + 7,24,Sulit,"Tambahkan satuannya: 7 + 7 = 14, lewat sepuluh. Simpan 1 puluhan lalu gabungkan: 10 + 10 + 4 = 24."
,96,ADD0000000000096,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,6 + 18,24,Sulit,"Tambahkan satuannya: 8 + 6 = 14, lewat sepuluh. Simpan 1 puluhan lalu gabungkan: 10 + 10 + 4 = 24."
,97,ADD0000000000097,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,9 + 16,25,Sulit,"Tambahkan satuannya: 6 + 9 = 15, lewat sepuluh. Simpan 1 puluhan lalu gabungkan: 10 + 10 + 5 = 25."
,98,ADD0000000000098,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,7 + 19,26,Sulit,"Tambahkan satuannya: 9 + 7 = 16, lewat sepuluh. Simpan 1 puluhan lalu gabungkan: 10 + 10 + 6 = 26."
,99,ADD0000000000099,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,19 + 7,26,Sulit,"Tambahkan satuannya: 9 + 7 = 16, lewat sepuluh. Simpan 1 puluhan lalu gabungkan: 10 + 10 + 6 = 26."
,100,ADD0000000000100,PENJUMLAHAN,1,Campuran 0-9 dan 10-19,9 + 18,27,Sulit,"Tambahkan satuannya: 8 + 9 = 17, lewat sepuluh. Simpan 1 puluhan lalu gabungkan: 10 + 10 + 7 = 27."
,101,ADD0000000000101,PENJUMLAHAN,1,Pertambahan 10-19,10 + 10,20,Mudah,"10 adalah puluhan bulat, jadi cukup jumlahkan puluhannya: 10 + 10 = 20."
,102,ADD0000000000102,PENJUMLAHAN,1,Pertambahan 10-19,10 + 11,21,Mudah,"10 adalah puluhan bulat, jadi cukup jumlahkan puluhannya: 11 + 10 = 21."
,103,ADD0000000000103,PENJUMLAHAN,1,Pertambahan 10-19,11 + 11,22,Mudah,"Pecah 11 menjadi 10 + 1. Tambahkan puluhannya dulu: 11 + 10 = 21, baru tambahkan satuannya: 21 + 1 = 22."
,104,ADD0000000000104,PENJUMLAHAN,1,Pertambahan 10-19,10 + 12,22,Mudah,"10 adalah puluhan bulat, jadi cukup jumlahkan puluhannya: 12 + 10 = 22."
,105,ADD0000000000105,PENJUMLAHAN,1,Pertambahan 10-19,12 + 11,23,Mudah,"Pecah 11 menjadi 10 + 1. Tambahkan puluhannya dulu: 12 + 10 = 22, baru tambahkan satuannya: 22 + 1 = 23."
,106,ADD0000000000106,PENJUMLAHAN,1,Pertambahan 10-19,11 + 12,23,Mudah,"Pecah 11 menjadi 10 + 1. Tambahkan puluhannya dulu: 12 + 10 = 22, baru tambahkan satuannya: 22 + 1 = 23."
,107,ADD0000000000107,PENJUMLAHAN,1,Pertambahan 10-19,10 + 13,23,Mudah,"10 adalah puluhan bulat, jadi cukup jumlahkan puluhannya: 13 + 10 = 23."
,108,ADD0000000000108,PENJUMLAHAN,1,Pertambahan 10-19,12 + 12,24,Mudah,"Pecah 12 menjadi 10 + 2. Tambahkan puluhannya dulu: 12 + 10 = 22, baru tambahkan satuannya: 22 + 2 = 24."
,109,ADD0000000000109,PENJUMLAHAN,1,Pertambahan 10-19,10 + 14,24,Mudah,"10 adalah puluhan bulat, jadi cukup jumlahkan puluhannya: 14 + 10 = 24."
,110,ADD0000000000110,PENJUMLAHAN,1,Pertambahan 10-19,13 + 12,25,Mudah,"Pecah 12 menjadi 10 + 2. Tambahkan puluhannya dulu: 13 + 10 = 23, baru tambahkan satuannya: 23 + 2 = 25."
,111,ADD0000000000111,PENJUMLAHAN,1,Pertambahan 10-19,11 + 14,25,Mudah,"Pecah 11 menjadi 10 + 1. Tambahkan puluhannya dulu: 14 + 10 = 24, baru tambahkan satuannya: 24 + 1 = 25."
,112,ADD0000000000112,PENJUMLAHAN,1,Pertambahan 10-19,15 + 10,25,Mudah,"10 adalah puluhan bulat, jadi cukup jumlahkan puluhannya: 15 + 10 = 25."
,113,ADD0000000000113,PENJUMLAHAN,1,Pertambahan 10-19,16 + 10,26,Mudah,"10 adalah puluhan bulat, jadi cukup jumlahkan puluhannya: 16 + 10 = 26."
,114,ADD0000000000114,PENJUMLAHAN,1,Pertambahan 10-19,14 + 13,27,Mudah,"Pecah 13 menjadi 10 + 3. Tambahkan puluhannya dulu: 14 + 10 = 24, baru tambahkan satuannya: 24 + 3 = 27."
,115,ADD0000000000115,PENJUMLAHAN,1,Pertambahan 10-19,13 + 14,27,Mudah,"Pecah 13 menjadi 10 + 3. Tambahkan puluhannya dulu: 14 + 10 = 24, baru tambahkan satuannya: 24 + 3 = 27."
,116,ADD0000000000116,PENJUMLAHAN,1,Pertambahan 10-19,15 + 12,27,Sedang,"Pecah 12 menjadi 10 + 2. Tambahkan puluhannya dulu: 15 + 10 = 25, baru tambahkan satuannya: 25 + 2 = 27."
,117,ADD0000000000117,PENJUMLAHAN,1,Pertambahan 10-19,17 + 10,27,Sedang,"10 adalah puluhan bulat, jadi cukup jumlahkan puluhannya: 17 + 10 = 27."
,118,ADD0000000000118,PENJUMLAHAN,1,Pertambahan 10-19,14 + 14,28,Sedang,"Pecah 14 menjadi 10 + 4. Tambahkan puluhannya dulu: 14 + 10 = 24, baru tambahkan satuannya: 24 + 4 = 28."
,119,ADD0000000000119,PENJUMLAHAN,1,Pertambahan 10-19,13 + 15,28,Sedang,"Pecah 13 menjadi 10 + 3. Tambahkan puluhannya dulu: 15 + 10 = 25, baru tambahkan satuannya: 25 + 3 = 28."
,120,ADD0000000000120,PENJUMLAHAN,1,Pertambahan 10-19,12 + 16,28,Sedang,"Pecah 12 menjadi 10 + 2. Tambahkan puluhannya dulu: 16 + 10 = 26, baru tambahkan satuannya: 26 + 2 = 28."
,121,ADD0000000000121,PENJUMLAHAN,1,Pertambahan 10-19,11 + 17,28,Sedang,"Pecah 11 menjadi 10 + 1. Tambahkan puluhannya dulu: 17 + 10 = 27, baru tambahkan satuannya: 27 + 1 = 28."
,122,ADD0000000000122,PENJUMLAHAN,1,Pertambahan 10-19,18 + 10,28,Sedang,"10 adalah puluhan bulat, jadi cukup jumlahkan puluhannya: 18 + 10 = 28."
