,,,,,,,,,
,NO,CODE,LAB,LEVEL,SKILL,QUESTION,ANSWER,DIFFICULTY,EXPLANATION
,42,SUB0000000000042,PENGURANGAN,1,Pengurangan dasar 0-9,8 − 5,3,Sedang,Hitung mundur dari 8 sebanyak 5 langkah: 7 → 6 → 5 → 4 → 3. Berhenti di 3.
,43,SUB0000000000043,PENGURANGAN,1,Pengurangan dasar 0-9,8 − 6,2,Sedang,Hitung mundur dari 8 sebanyak 6 langkah: 7 → 6 → 5 → 4 → 3 → 2. Berhenti di 2.
,44,SUB0000000000044,PENGURANGAN,1,Pengurangan dasar 0-9,9 − 2,7,Sedang,Hitung mundur dari 9 sebanyak 2 langkah: 8 → 7. Berhenti di 7.
,45,SUB0000000000045,PENGURANGAN,1,Pengurangan dasar 0-9,9 − 3,6,Sedang,Hitung mundur dari 9 sebanyak 3 langkah: 8 → 7 → 6. Berhenti di 6.
,46,SUB0000000000046,PENGURANGAN,1,Pengurangan dasar 0-9,9 − 6,3,Sedang,Hitung mundur dari 9 sebanyak 6 langkah: 8 → 7 → 6 → 5 → 4 → 3. Berhenti di 3.
,47,SUB0000000000047,PENGURANGAN,1,Pengurangan dasar 0-9,9 − 7,2,Sedang,Hitung mundur dari 9 sebanyak 7 langkah: 8 → 7 → 6 → 5 → 4 → 3 → 2. Berhenti di 2.
,48,SUB0000000000048,PENGURANGAN,1,Pengurangan dasar 0-9,8 − 4,4,Sulit,Hitung mundur dari 8 sebanyak 4 langkah: 7 → 6 → 5 → 4. Berhenti di 4.
,49,SUB0000000000049,PENGURANGAN,1,Pengurangan dasar 0-9,9 − 4,5,Sulit,Hitung mundur dari 9 sebanyak 4 langkah: 8 → 7 → 6 → 5. Berhenti di 5.
,50,SUB0000000000050,PENGURANGAN,1,Pengurangan dasar 0-9,9 − 5,4,Sulit,Hitung mundur dari 9 sebanyak 5 langkah: 8 → 7 → 6 → 5 → 4. Berhenti di 4.
,51,SUB0000000000051,PENGURANGAN,1,Belasan tanpa meminjam,10 − 0,10,Mudah,"Dikurangi 0 berarti tidak ada yang diambil, nilainya tetap. 10 − 0 = 10."
,52,SUB0000000000052,PENGURANGAN,1,Belasan tanpa meminjam,11 − 0,11,Mudah,"Dikurangi 0 berarti tidak ada yang diambil, nilainya tetap. 11 − 0 = 11."
,53,SUB0000000000053,PENGURANGAN,1,Belasan tanpa meminjam,11 − 1,10,Mudah,Puluhannya tetap 10. Kurangi satuannya saja: 1 − 1 = 0. Jadi 11 − 1 = 10.
,54,SUB0000000000054,PENGURANGAN,1,Belasan tanpa meminjam,12 − 0,12,Mudah,"Dikurangi 0 berarti tidak ada yang diambil, nilainya tetap. 12 − 0 = 12."
,55,SUB0000000000055,PENGURANGAN,1,Belasan tanpa meminjam,12 − 1,11,Mudah,Puluhannya tetap 10. Kurangi satuannya saja: 2 − 1 = 1. Jadi 12 − 1 = 11.
,56,SUB0000000000056,PENGURANGAN,1,Belasan tanpa meminjam,12 − 2,10,Mudah,Puluhannya tetap 10. Kurangi satuannya saja: 2 − 2 = 0. Jadi 12 − 2 = 10.
,57,SUB0000000000057,PENGURANGAN,1,Belasan tanpa meminjam,13 − 0,13,Mudah,"Dikurangi 0 berarti tidak ada yang diambil, nilainya tetap. 13 − 0 = 13."
,58,SUB0000000000058,PENGURANGAN,1,Belasan tanpa meminjam,13 − 1,12,Mudah,Puluhannya tetap 10. Kurangi satuannya saja: 3 − 1 = 2. Jadi 13 − 1 = 12.
,59,SUB0000000000059,PENGURANGAN,1,Belasan tanpa meminjam,13 − 2,11,Mudah,Puluhannya tetap 10. Kurangi satuannya saja: 3 − 2 = 1. Jadi 13 − 2 = 11.
,60,SUB0000000000060,PENGURANGAN,1,Belasan tanpa meminjam,13 − 3,10,Mudah,Puluhannya tetap 10. Kurangi satuannya saja: 3 − 3 = 0. Jadi 13 − 3 = 10.
,61,SUB0000000000061,PENGURANGAN,1,Belasan tanpa meminjam,14 − 0,14,Mudah,"Dikurangi 0 berarti tidak ada yang diambil, nilainya tetap. 14 − 0 = 14."
,62,SUB0000000000062,PENGURANGAN,1,Belasan tanpa meminjam,14 − 1,13,Mudah,Puluhannya tetap 10. Kurangi satuannya saja: 4 − 1 = 3. Jadi 14 − 1 = 13.
,63,SUB0000000000063,PENGURANGAN,1,Belasan tanpa meminjam,14 − 3,11,Mudah,Puluhannya tetap 10. Kurangi satuannya saja: 4 − 3 = 1. Jadi 14 − 3 = 11.
,64,SUB0000000000064,PENGURANGAN,1,Belasan tanpa meminjam,14 − 4,10,Mudah,Puluhannya tetap 10. Kurangi satuannya saja: 4 − 4 = 0. Jadi 14 − 4 = 10.
,65,SUB0000000000065,PENGURANGAN,1,Belasan tanpa meminjam,15 − 0,15,Mudah,"Dikurangi 0 berarti tidak ada yang diambil, nilainya tetap. 15 − 0 = 15."
,66,SUB0000000000066,PENGURANGAN,1,Belasan tanpa meminjam,15 − 1,14,Mudah,Puluhannya tetap 10. Kurangi satuannya saja: 5 − 1 = 4. Jadi 15 − 1 = 14.
,67,SUB0000000000067,PENGURANGAN,1,Belasan tanpa meminjam,15 − 4,11,Mudah,Puluhannya tetap 10. Kurangi satuannya saja: 5 − 4 = 1. Jadi 15 − 4 = 11.
,68,SUB0000000000068,PENGURANGAN,1,Belasan tanpa meminjam,15 − 5,10,Mudah,Puluhannya tetap 10. Kurangi satuannya saja: 5 − 5 = 0. Jadi 15 − 5 = 10.
,69,SUB0000000000069,PENGURANGAN,1,Belasan tanpa meminjam,16 − 0,16,Mudah,"Dikurangi 0 berarti tidak ada yang diambil, nilainya tetap. 16 − 0 = 16."
,70,SUB0000000000070,PENGURANGAN,1,Belasan tanpa meminjam,16 − 1,15,Mudah,Puluhannya tetap 10. Kurangi satuannya saja: 6 − 1 = 5. Jadi 16 − 1 = 15.
,71,SUB0000000000071,PENGURANGAN,1,Belasan tanpa meminjam,16 − 4,12,Mudah,Puluhannya tetap 10. Kurangi satuannya saja: 6 − 4 = 2. Jadi 16 − 4 = 12.
,72,SUB0000000000072,PENGURANGAN,1,Belasan tanpa meminjam,17 − 0,17,Mudah,"Dikurangi 0 berarti tidak ada yang diambil, nilainya tetap. 17 − 0 = 17."
,73,SUB0000000000073,PENGURANGAN,1,Belasan tanpa meminjam,17 − 1,16,Mudah,Puluhannya tetap 10. Kurangi satuannya saja: 7 − 1 = 6. Jadi 17 − 1 = 16.
,74,SUB0000000000074,PENGURANGAN,1,Belasan tanpa meminjam,17 − 5,12,Mudah,Puluhannya tetap 10. Kurangi satuannya saja: 7 − 5 = 2. Jadi 17 − 5 = 12.
,75,SUB0000000000075,PENGURANGAN,1,Belasan tanpa meminjam,17 − 7,10,Mudah,Puluhannya tetap 10. Kurangi satuannya saja: 7 − 7 = 0. Jadi 17 − 7 = 10.
,76,SUB0000000000076,PENGURANGAN,1,Belasan tanpa meminjam,18 − 0,18,Mudah,"Dikurangi 0 berarti tidak ada yang diambil, nilainya tetap. 18 − 0 = 18."
,77,SUB0000000000077,PENGURANGAN,1,Belasan tanpa meminjam,18 − 1,17,Mudah,Puluhannya tetap 10. Kurangi satuannya saja: 8 − 1 = 7. Jadi 18 − 1 = 17.
,78,SUB0000000000078,PENGURANGAN,1,Belasan tanpa meminjam,18 − 6,12,Mudah,Puluhannya tetap 10. Kurangi satuannya saja: 8 − 6 = 2. Jadi 18 − 6 = 12.
,79,SUB0000000000079,PENGURANGAN,1,Belasan tanpa meminjam,18 − 7,11,Mudah,Puluhannya tetap 10. Kurangi satuannya saja: 8 − 7 = 1. Jadi 18 − 7 = 11.
,80,SUB0000000000080,PENGURANGAN,1,Belasan tanpa meminjam,18 − 8,10,Mudah,Puluhannya tetap 10. Kurangi satuannya saja: 8 − 8 = 0. Jadi 18 − 8 = 10.
,81,SUB0000000000081,PENGURANGAN,1,Belasan tanpa meminjam,19 − 0,19,Mudah,"Dikurangi 0 berarti tidak ada yang diambil, nilainya tetap. 19 − 0 = 19."
,82,SUB0000000000082,PENGURANGAN,1,Belasan tanpa meminjam,19 − 1,18,Mudah,Puluhannya tetap 10. Kurangi satuannya saja: 9 − 1 = 8. Jadi 19 − 1 = 18.
,83,SUB0000000000083,PENGURANGAN,1,Belasan tanpa meminjam,19 − 7,12,Mudah,Puluhannya tetap 10. Kurangi satuannya saja: 9 − 7 = 2. Jadi 19 − 7 = 12.
,84,SUB0000000000084,PENGURANGAN,1,Belasan tanpa meminjam,19 − 8,11,Mudah,Puluhannya tetap 10. Kurangi satuannya saja: 9 − 8 = 1. Jadi 19 − 8 = 11.
,85,SUB0000000000085,PENGURANGAN,1,Belasan tanpa meminjam,19 − 9,10,Mudah,Puluhannya tetap 10. Kurangi satuannya saja: 9 − 9 = 0. Jadi 19 − 9 = 10.
,86,SUB0000000000086,PENGURANGAN,1,Belasan tanpa meminjam,15 − 2,13,Sedang,Puluhannya tetap 10. Kurangi satuannya saja: 5 − 2 = 3. Jadi 15 − 2 = 13.
,87,SUB0000000000087,PENGURANGAN,1,Belasan tanpa meminjam,16 − 2,14,Sedang,Puluhannya tetap 10. Kurangi satuannya saja: 6 − 2 = 4. Jadi 16 − 2 = 14.
,88,SUB0000000000088,PENGURANGAN,1,Belasan tanpa meminjam,16 − 3,13,Sedang,Puluhannya tetap 10. Kurangi satuannya saja: 6 − 3 = 3. Jadi 16 − 3 = 13.
,89,SUB0000000000089,PENGURANGAN,1,Belasan tanpa meminjam,17 − 2,15,Sedang,Puluhannya tetap 10. Kurangi satuannya saja: 7 − 2 = 5. Jadi 17 − 2 = 15.
,90,SUB0000000000090,PENGURANGAN,1,Belasan tanpa meminjam,17 − 3,14,Sedang,Puluhannya tetap 10. Kurangi satuannya saja: 7 − 3 = 4. Jadi 17 − 3 = 14.
,91,SUB0000000000091,PENGURANGAN,1,Belasan tanpa meminjam,17 − 4,13,Sedang,Puluhannya tetap 10. Kurangi satuannya saja: 7 − 4 = 3. Jadi 17 − 4 = 13.
,92,SUB0000000000092,PENGURANGAN,1,Belasan tanpa meminjam,18 − 2,16,Sedang,Puluhannya tetap 10. Kurangi satuannya saja: 8 − 2 = 6. Jadi 18 − 2 = 16.
,93,SUB0000000000093,PENGURANGAN,1,Belasan tanpa meminjam,18 − 3,15,Sedang,Puluhannya tetap 10. Kurangi satuannya saja: 8 − 3 = 5. Jadi 18 − 3 = 15.
,94,SUB0000000000094,PENGURANGAN,1,Belasan tanpa meminjam,18 − 4,14,Sedang,Puluhannya tetap 10. Kurangi satuannya saja: 8 − 4 = 4. Jadi 18 − 4 = 14.
,95,SUB0000000000095,PENGURANGAN,1,Belasan tanpa meminjam,19 − 2,17,Sedang,Puluhannya tetap 10. Kurangi satuannya saja: 9 − 2 = 7. Jadi 19 − 2 = 17.
,96,SUB0000000000096,PENGURANGAN,1,Belasan tanpa meminjam,19 − 3,16,Sedang,Puluhannya tetap 10. Kurangi satuannya saja: 9 − 3 = 6. Jadi 19 − 3 = 16.
,97,SUB0000000000097,PENGURANGAN,1,Belasan tanpa meminjam,19 − 4,15,Sedang,Puluhannya tetap 10. Kurangi satuannya saja: 9 − 4 = 5. Jadi 19 − 4 = 15.
,98,SUB0000000000098,PENGURANGAN,1,Belasan tanpa meminjam,18 − 5,13,Sulit,Puluhannya tetap 10. Kurangi satuannya saja: 8 − 5 = 3. Jadi 18 − 5 = 13.
,99,SUB0000000000099,PENGURANGAN,1,Belasan tanpa meminjam,19 − 5,14,Sulit,Puluhannya tetap 10. Kurangi satuannya saja: 9 − 5 = 4. Jadi 19 − 5 = 14.
,100,SUB0000000000100,PENGURANGAN,1,Belasan tanpa meminjam,19 − 6,13,Sulit,Puluhannya tetap 10. Kurangi satuannya saja: 9 − 6 = 3. Jadi 19 − 6 = 13.
,101,SUB0000000000101,PENGURANGAN,1,Belasan dengan meminjam,10 − 1,9,Mudah,Hitung mundur dari 10 sebanyak 1 langkah: 9. Berhenti di 9.
,102,SUB0000000000102,PENGURANGAN,1,Belasan dengan meminjam,10 − 2,8,Mudah,Hitung mundur dari 10 sebanyak 2 langkah: 9 → 8. Berhenti di 8.
,103,SUB0000000000103,PENGURANGAN,1,Belasan dengan meminjam,11 − 2,9,Mudah,Pakai cara mundur ke sepuluh. Kurangi 1 dulu supaya pas di 10: 11 − 1 = 10. Lalu kurangi sisanya: 10 − 1 = 9.
,104,SUB0000000000104,PENGURANGAN,1,Belasan dengan meminjam,11 − 3,8,Mudah,Pakai cara mundur ke sepuluh. Kurangi 1 dulu supaya pas di 10: 11 − 1 = 10. Lalu kurangi sisanya: 10 − 2 = 8.
,105,SUB0000000000105,PENGURANGAN,1,Belasan dengan meminjam,12 − 3,9,Mudah,Pakai cara mundur ke sepuluh. Kurangi 2 dulu supaya pas di 10: 12 − 2 = 10. Lalu kurangi sisanya: 10 − 1 = 9.
,106,SUB0000000000106,PENGURANGAN,1,Belasan dengan meminjam,12 − 4,8,Mudah,Pakai cara mundur ke sepuluh. Kurangi 2 dulu supaya pas di 10: 12 − 2 = 10. Lalu kurangi sisanya: 10 − 2 = 8.
,107,SUB0000000000107,PENGURANGAN,1,Belasan dengan meminjam,13 − 4,9,Mudah,Pakai cara mundur ke sepuluh. Kurangi 3 dulu supaya pas di 10: 13 − 3 = 10. Lalu kurangi sisanya: 10 − 1 = 9.
,108,SUB0000000000108,PENGURANGAN,1,Belasan dengan meminjam,13 − 5,8,Mudah,Pakai cara mundur ke sepuluh. Kurangi 3 dulu supaya pas di 10: 13 − 3 = 10. Lalu kurangi sisanya: 10 − 2 = 8.
,109,SUB0000000000109,PENGURANGAN,1,Belasan dengan meminjam,14 − 5,9,Mudah,Pakai cara mundur ke sepuluh. Kurangi 4 dulu supaya pas di 10: 14 − 4 = 10. Lalu kurangi sisanya: 10 − 1 = 9.
,110,SUB0000000000110,PENGURANGAN,1,Belasan dengan meminjam,14 − 6,8,Mudah,Pakai cara mundur ke sepuluh. Kurangi 4 dulu supaya pas di 10: 14 − 4 = 10. Lalu kurangi sisanya: 10 − 2 = 8.
,111,SUB0000000000111,PENGURANGAN,1,Belasan dengan meminjam,15 − 6,9,Mudah,Pakai cara mundur ke sepuluh. Kurangi 5 dulu supaya pas di 10: 15 − 5 = 10. Lalu kurangi sisanya: 10 − 1 = 9.
,112,SUB0000000000112,PENGURANGAN,1,Belasan dengan meminjam,15 − 7,8,Mudah,Pakai cara mundur ke sepuluh. Kurangi 5 dulu supaya pas di 10: 15 − 5 = 10. Lalu kurangi sisanya: 10 − 2 = 8.
,113,SUB0000000000113,PENGURANGAN,1,Belasan dengan meminjam,16 − 7,9,Mudah,Pakai cara mundur ke sepuluh. Kurangi 6 dulu supaya pas di 10: 16 − 6 = 10. Lalu kurangi sisanya: 10 − 1 = 9.
,114,SUB0000000000114,PENGURANGAN,1,Belasan dengan meminjam,16 − 8,8,Mudah,Pakai cara mundur ke sepuluh. Kurangi 6 dulu supaya pas di 10: 16 − 6 = 10. Lalu kurangi sisanya: 10 − 2 = 8.
,115,SUB0000000000115,PENGURANGAN,1,Belasan dengan meminjam,17 − 8,9,Mudah,Pakai cara mundur ke sepuluh. Kurangi 7 dulu supaya pas di 10: 17 − 7 = 10. Lalu kurangi sisanya: 10 − 1 = 9.
,116,SUB0000000000116,PENGURANGAN,1,Belasan dengan meminjam,17 − 9,8,Mudah,Pakai cara mundur ke sepuluh. Kurangi 7 dulu supaya pas di 10: 17 − 7 = 10. Lalu kurangi sisanya: 10 − 2 = 8.
,117,SUB0000000000117,PENGURANGAN,1,Belasan dengan meminjam,18 − 9,9,Mudah,Pakai cara mundur ke sepuluh. Kurangi 8 dulu supaya pas di 10: 18 − 8 = 10. Lalu kurangi sisanya: 10 − 1 = 9.
,118,SUB0000000000118,PENGURANGAN,1,Belasan dengan meminjam,10 − 3,7,Sedang,Hitung mundur dari 10 sebanyak 3 langkah: 9 → 8 → 7. Berhenti di 7.
,119,SUB0000000000119,PENGURANGAN,1,Belasan dengan meminjam,10 − 4,6,Sedang,Hitung mundur dari 10 sebanyak 4 langkah: 9 → 8 → 7 → 6. Berhenti di 6.
,120,SUB0000000000120,PENGURANGAN,1,Belasan dengan meminjam,10 − 5,5,Sedang,Hitung mundur dari 10 sebanyak 5 langkah: 9 → 8 → 7 → 6 → 5. Berhenti di 5.
,121,SUB0000000000121,PENGURANGAN,1,Belasan dengan meminjam,11 − 4,7,Sedang,Pakai cara mundur ke sepuluh. Kurangi 1 dulu supaya pas di 10: 11 − 1 = 10. Lalu kurangi sisanya: 10 − 3 = 7.
,122,SUB0000000000122,PENGURANGAN,1,Belasan dengan meminjam,11 − 5,6,Sedang,Pakai cara mundur ke sepuluh. Kurangi 1 dulu supaya pas di 10: 11 − 1 = 10. Lalu kurangi sisanya: 10 − 4 = 6.
,123,SUB0000000000123,PENGURANGAN,1,Belasan dengan meminjam,11 − 6,5,Sedang,Pakai cara mundur ke sepuluh. Kurangi 1 dulu supaya pas di 10: 11 − 1 = 10. Lalu kurangi sisanya: 10 − 5 = 5.
,124,SUB0000000000124,PENGURANGAN,1,Belasan dengan meminjam,12 − 5,7,Sedang,Pakai cara mundur ke sepuluh. Kurangi 2 dulu supaya pas di 10: 12 − 2 = 10. Lalu kurangi sisanya: 10 − 3 = 7.
,125,SUB0000000000125,PENGURANGAN,1,Belasan dengan meminjam,12 − 6,6,Sedang,Pakai cara mundur ke sepuluh. Kurangi 2 dulu supaya pas di 10: 12 − 2 = 10. Lalu kurangi sisanya: 10 − 4 = 6.
,126,SUB0000000000126,PENGURANGAN,1,Belasan dengan meminjam,12 − 7,5,Sedang,Pakai cara mundur ke sepuluh. Kurangi 2 dulu supaya pas di 10: 12 − 2 = 10. Lalu kurangi sisanya: 10 − 5 = 5.
,127,SUB0000000000127,PENGURANGAN,1,Belasan dengan meminjam,13 − 6,7,Sedang,Pakai cara mundur ke sepuluh. Kurangi 3 dulu supaya pas di 10: 13 − 3 = 10. Lalu kurangi sisanya: 10 − 3 = 7.
,128,SUB0000000000128,PENGURANGAN,1,Belasan dengan meminjam,13 − 7,6,Sedang,Pakai cara mundur ke sepuluh. Kurangi 3 dulu supaya pas di 10: 13 − 3 = 10. Lalu kurangi sisanya: 10 − 4 = 6.
,129,SUB0000000000129,PENGURANGAN,1,Belasan dengan meminjam,13 − 8,5,Sedang,Pakai cara mundur ke sepuluh. Kurangi 3 dulu supaya pas di 10: 13 − 3 = 10. Lalu kurangi sisanya: 10 − 5 = 5.
,130,SUB0000000000130,PENGURANGAN,1,Belasan dengan meminjam,14 − 7,7,Sedang,Pakai cara mundur ke sepuluh. Kurangi 4 dulu supaya pas di 10: 14 − 4 = 10. Lalu kurangi sisanya: 10 − 3 = 7.
,131,SUB0000000000131,PENGURANGAN,1,Belasan dengan meminjam,14 − 8,6,Sedang,Pakai cara mundur ke sepuluh. Kurangi 4 dulu supaya pas di 10: 14 − 4 = 10. Lalu kurangi sisanya: 10 − 4 = 6.
,132,SUB0000000000132,PENGURANGAN,1,Belasan dengan meminjam,14 − 9,5,Sedang,Pakai cara mundur ke sepuluh. Kurangi 4 dulu supaya pas di 10: 14 − 4 = 10. Lalu kurangi sisanya: 10 − 5 = 5.
,133,SUB0000000000133,PENGURANGAN,1,Belasan dengan meminjam,15 − 8,7,Sedang,Pakai cara mundur ke sepuluh. Kurangi 5 dulu supaya pas di 10: 15 − 5 = 10. Lalu kurangi sisanya: 10 − 3 = 7.
,134,SUB0000000000134,PENGURANGAN,1,Belasan dengan meminjam,15 − 9,6,Sedang,Pakai cara mundur ke sepuluh. Kurangi 5 dulu supaya pas di 10: 15 − 5 = 10. Lalu kurangi sisanya: 10 − 4 = 6.
,135,SUB0000000000135,PENGURANGAN,1,Belasan dengan meminjam,16 − 9,7,Sedang,Pakai cara mundur ke sepuluh. Kurangi 6 dulu supaya pas di 10: 16 − 6 = 10. Lalu kurangi sisanya: 10 − 3 = 7.
