,,,,,,,,,
,NO,CODE,LAB,LEVEL,SKILL,QUESTION,ANSWER,DIFFICULTY,EXPLANATION
,51,DIV0000000000051,PEMBAGIAN,1,Pembagian dengan 5 dan 10,60 ÷ 5,12,Mudah,"Pembagian adalah lawan perkalian. Tanyakan: 5 dikali berapa sama dengan 60? Karena 5 × 12 = 60, maka 60 ÷ 5 = 12."
,52,DIV0000000000052,PEMBAGIAN,1,Pembagian dengan 5 dan 10,120 ÷ 10,12,Mudah,"Pembagian adalah lawan perkalian. Tanyakan: 10 dikali berapa sama dengan 120? Karena 10 × 12 = 120, maka 120 ÷ 10 = 12."
,53,DIV0000000000053,PEMBAGIAN,1, Pembagian dengan 3 dan 4,0 ÷ 3,0,Mudah,"Nol dibagi berapa pun hasilnya 0, sebab tidak ada yang perlu dibagikan. 0 ÷ 3 = 0."
,54,DIV0000000000054,PEMBAGIAN,1, Pembagian dengan 3 dan 4,0 ÷ 4,0,Mudah,"Nol dibagi berapa pun hasilnya 0, sebab tidak ada yang perlu dibagikan. 0 ÷ 4 = 0."
,55,DIV0000000000055,PEMBAGIAN,1, Pembagian dengan 3 dan 4,3 ÷ 3,1,Mudah,Bilangan yang dibagi dirinya sendiri hasilnya selalu 1. 3 ÷ 3 = 1.
,56,DIV0000000000056,PEMBAGIAN,1, Pembagian dengan 3 dan 4,4 ÷ 4,1,Mudah,Bilangan yang dibagi dirinya sendiri hasilnya selalu 1. 4 ÷ 4 = 1.
,57,DIV0000000000057,PEMBAGIAN,1, Pembagian dengan 3 dan 4,6 ÷ 3,2,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 3 dikali berapa sama dengan 6? Karena 3 × 2 = 6, maka 6 ÷ 3 = 2."
,58,DIV0000000000058,PEMBAGIAN,1, Pembagian dengan 3 dan 4,8 ÷ 4,2,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 4 dikali berapa sama dengan 8? Karena 4 × 2 = 8, maka 8 ÷ 4 = 2."
,59,DIV0000000000059,PEMBAGIAN,1, Pembagian dengan 3 dan 4,9 ÷ 3,3,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 3 dikali berapa sama dengan 9? Karena 3 × 3 = 9, maka 9 ÷ 3 = 3."
,60,DIV0000000000060,PEMBAGIAN,1, Pembagian dengan 3 dan 4,12 ÷ 4,3,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 4 dikali berapa sama dengan 12? Karena 4 × 3 = 12, maka 12 ÷ 4 = 3."
,61,DIV0000000000061,PEMBAGIAN,1, Pembagian dengan 3 dan 4,12 ÷ 3,4,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 3 dikali berapa sama dengan 12? Karena 3 × 4 = 12, maka 12 ÷ 3 = 4."
,62,DIV0000000000062,PEMBAGIAN,1, Pembagian dengan 3 dan 4,16 ÷ 4,4,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 4 dikali berapa sama dengan 16? Karena 4 × 4 = 16, maka 16 ÷ 4 = 4."
,63,DIV0000000000063,PEMBAGIAN,1, Pembagian dengan 3 dan 4,15 ÷ 3,5,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 3 dikali berapa sama dengan 15? Karena 3 × 5 = 15, maka 15 ÷ 3 = 5."
,64,DIV0000000000064,PEMBAGIAN,1, Pembagian dengan 3 dan 4,20 ÷ 4,5,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 4 dikali berapa sama dengan 20? Karena 4 × 5 = 20, maka 20 ÷ 4 = 5."
,65,DIV0000000000065,PEMBAGIAN,1, Pembagian dengan 3 dan 4,18 ÷ 3,6,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 3 dikali berapa sama dengan 18? Karena 3 × 6 = 18, maka 18 ÷ 3 = 6."
,66,DIV0000000000066,PEMBAGIAN,1, Pembagian dengan 3 dan 4,24 ÷ 4,6,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 4 dikali berapa sama dengan 24? Karena 4 × 6 = 24, maka 24 ÷ 4 = 6."
,67,DIV0000000000067,PEMBAGIAN,1, Pembagian dengan 3 dan 4,21 ÷ 3,7,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 3 dikali berapa sama dengan 21? Karena 3 × 7 = 21, maka 21 ÷ 3 = 7."
,68,DIV0000000000068,PEMBAGIAN,1, Pembagian dengan 3 dan 4,28 ÷ 4,7,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 4 dikali berapa sama dengan 28? Karena 4 × 7 = 28, maka 28 ÷ 4 = 7."
,69,DIV0000000000069,PEMBAGIAN,1, Pembagian dengan 3 dan 4,24 ÷ 3,8,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 3 dikali berapa sama dengan 24? Karena 3 × 8 = 24, maka 24 ÷ 3 = 8."
,70,DIV0000000000070,PEMBAGIAN,1, Pembagian dengan 3 dan 4,32 ÷ 4,8,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 4 dikali berapa sama dengan 32? Karena 4 × 8 = 32, maka 32 ÷ 4 = 8."
,71,DIV0000000000071,PEMBAGIAN,1, Pembagian dengan 3 dan 4,27 ÷ 3,9,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 3 dikali berapa sama dengan 27? Karena 3 × 9 = 27, maka 27 ÷ 3 = 9."
,72,DIV0000000000072,PEMBAGIAN,1, Pembagian dengan 3 dan 4,36 ÷ 4,9,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 4 dikali berapa sama dengan 36? Karena 4 × 9 = 36, maka 36 ÷ 4 = 9."
,73,DIV0000000000073,PEMBAGIAN,1, Pembagian dengan 3 dan 4,30 ÷ 3,10,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 3 dikali berapa sama dengan 30? Karena 3 × 10 = 30, maka 30 ÷ 3 = 10."
,74,DIV0000000000074,PEMBAGIAN,1, Pembagian dengan 3 dan 4,40 ÷ 4,10,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 4 dikali berapa sama dengan 40? Karena 4 × 10 = 40, maka 40 ÷ 4 = 10."
,75,DIV0000000000075,PEMBAGIAN,1, Pembagian dengan 3 dan 4,33 ÷ 3,11,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 3 dikali berapa sama dengan 33? Karena 3 × 11 = 33, maka 33 ÷ 3 = 11."
,76,DIV0000000000076,PEMBAGIAN,1, Pembagian dengan 3 dan 4,44 ÷ 4,11,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 4 dikali berapa sama dengan 44? Karena 4 × 11 = 44, maka 44 ÷ 4 = 11."
,77,DIV0000000000077,PEMBAGIAN,1, Pembagian dengan 3 dan 4,36 ÷ 3,12,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 3 dikali berapa sama dengan 36? Karena 3 × 12 = 36, maka 36 ÷ 3 = 12."
,78,DIV0000000000078,PEMBAGIAN,1, Pembagian dengan 3 dan 4,48 ÷ 4,12,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 4 dikali berapa sama dengan 48? Karena 4 × 12 = 48, maka 48 ÷ 4 = 12."
,79,DIV0000000000079,PEMBAGIAN,1,Pembagian dengan 6 dan 7,0 ÷ 6,0,Mudah,"Nol dibagi berapa pun hasilnya 0, sebab tidak ada yang perlu dibagikan. 0 ÷ 6 = 0."
,80,DIV0000000000080,PEMBAGIAN,1,Pembagian dengan 6 dan 7,0 ÷ 7,0,Mudah,"Nol dibagi berapa pun hasilnya 0, sebab tidak ada yang perlu dibagikan. 0 ÷ 7 = 0."
,81,DIV0000000000081,PEMBAGIAN,1,Pembagian dengan 6 dan 7,6 ÷ 6,1,Mudah,Bilangan yang dibagi dirinya sendiri hasilnya selalu 1. 6 ÷ 6 = 1.
,82,DIV0000000000082,PEMBAGIAN,1,Pembagian dengan 6 dan 7,7 ÷ 7,1,Mudah,Bilangan yang dibagi dirinya sendiri hasilnya selalu 1. 7 ÷ 7 = 1.
,83,DIV0000000000083,PEMBAGIAN,1,Pembagian dengan 6 dan 7,12 ÷ 6,2,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 6 dikali berapa sama dengan 12? Karena 6 × 2 = 12, maka 12 ÷ 6 = 2."
,84,DIV0000000000084,PEMBAGIAN,1,Pembagian dengan 6 dan 7,14 ÷ 7,2,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 7 dikali berapa sama dengan 14? Karena 7 × 2 = 14, maka 14 ÷ 7 = 2."
,85,DIV0000000000085,PEMBAGIAN,1,Pembagian dengan 6 dan 7,18 ÷ 6,3,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 6 dikali berapa sama dengan 18? Karena 6 × 3 = 18, maka 18 ÷ 6 = 3."
,86,DIV0000000000086,PEMBAGIAN,1,Pembagian dengan 6 dan 7,21 ÷ 7,3,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 7 dikali berapa sama dengan 21? Karena 7 × 3 = 21, maka 21 ÷ 7 = 3."
,87,DIV0000000000087,PEMBAGIAN,1,Pembagian dengan 6 dan 7,24 ÷ 6,4,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 6 dikali berapa sama dengan 24? Karena 6 × 4 = 24, maka 24 ÷ 6 = 4."
,88,DIV0000000000088,PEMBAGIAN,1,Pembagian dengan 6 dan 7,28 ÷ 7,4,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 7 dikali berapa sama dengan 28? Karena 7 × 4 = 28, maka 28 ÷ 7 = 4."
,89,DIV0000000000089,PEMBAGIAN,1,Pembagian dengan 6 dan 7,30 ÷ 6,5,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 6 dikali berapa sama dengan 30? Karena 6 × 5 = 30, maka 30 ÷ 6 = 5."
,90,DIV0000000000090,PEMBAGIAN,1,Pembagian dengan 6 dan 7,35 ÷ 7,5,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 7 dikali berapa sama dengan 35? Karena 7 × 5 = 35, maka 35 ÷ 7 = 5."
,91,DIV0000000000091,PEMBAGIAN,1,Pembagian dengan 6 dan 7,36 ÷ 6,6,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 6 dikali berapa sama dengan 36? Karena 6 × 6 = 36, maka 36 ÷ 6 = 6."
,92,DIV0000000000092,PEMBAGIAN,1,Pembagian dengan 6 dan 7,42 ÷ 7,6,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 7 dikali berapa sama dengan 42? Karena 7 × 6 = 42, maka 42 ÷ 7 = 6."
,93,DIV0000000000093,PEMBAGIAN,1,Pembagian dengan 6 dan 7,42 ÷ 6,7,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 6 dikali berapa sama dengan 42? Karena 6 × 7 = 42, maka 42 ÷ 6 = 7."
,94,DIV0000000000094,PEMBAGIAN,1,Pembagian dengan 6 dan 7,49 ÷ 7,7,Sedang,"Pembagian adalah lawan perkalian. Tanyakan: 7 dikali berapa sama dengan 49? Karena 7 × 7 = 49, maka 49 ÷ 7 = 7."
,95,DIV0000000000095,PEMBAGIAN,1,Pembagian dengan 6 dan 7,48 ÷ 6,8,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 6 dikali berapa sama dengan 48? Karena 6 × 8 = 48, maka 48 ÷ 6 = 8."
,96,DIV0000000000096,PEMBAGIAN,1,Pembagian dengan 6 dan 7,56 ÷ 7,8,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 7 dikali berapa sama dengan 56? Karena 7 × 8 = 56, maka 56 ÷ 7 = 8."
,97,DIV0000000000097,PEMBAGIAN,1,Pembagian dengan 6 dan 7,54 ÷ 6,9,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 6 dikali berapa sama dengan 54? Karena 6 × 9 = 54, maka 54 ÷ 6 = 9."
,98,DIV0000000000098,PEMBAGIAN,1,Pembagian dengan 6 dan 7,63 ÷ 7,9,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 7 dikali berapa sama dengan 63? Karena 7 × 9 = 63, maka 63 ÷ 7 = 9."
,99,DIV0000000000099,PEMBAGIAN,1,Pembagian dengan 6 dan 7,60 ÷ 6,10,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 6 dikali berapa sama dengan 60? Karena 6 × 10 = 60, maka 60 ÷ 6 = 10."
,100,DIV0000000000100,PEMBAGIAN,1,Pembagian dengan 6 dan 7,70 ÷ 7,10,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 7 dikali berapa sama dengan 70? Karena 7 × 10 = 70, maka 70 ÷ 7 = 10."
,101,DIV0000000000101,PEMBAGIAN,1,Pembagian dengan 6 dan 7,66 ÷ 6,11,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 6 dikali berapa sama dengan 66? Karena 6 × 11 = 66, maka 66 ÷ 6 = 11."
,102,DIV0000000000102,PEMBAGIAN,1,Pembagian dengan 6 dan 7,77 ÷ 7,11,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 7 dikali berapa sama dengan 77? Karena 7 × 11 = 77, maka 77 ÷ 7 = 11."
,103,DIV0000000000103,PEMBAGIAN,1,Pembagian dengan 6 dan 7,72 ÷ 6,12,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 6 dikali berapa sama dengan 72? Karena 6 × 12 = 72, maka 72 ÷ 6 = 12."
,104,DIV0000000000104,PEMBAGIAN,1,Pembagian dengan 6 dan 7,84 ÷ 7,12,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 7 dikali berapa sama dengan 84? Karena 7 × 12 = 84, maka 84 ÷ 7 = 12."
,105,DIV0000000000105,PEMBAGIAN,1,Pembagian dengan 8 dan 9,0 ÷ 8,0,Mudah,"Nol dibagi berapa pun hasilnya 0, sebab tidak ada yang perlu dibagikan. 0 ÷ 8 = 0."
,106,DIV0000000000106,PEMBAGIAN,1,Pembagian dengan 8 dan 9,0 ÷ 9,0,Mudah,"Nol dibagi berapa pun hasilnya 0, sebab tidak ada yang perlu dibagikan. 0 ÷ 9 = 0."
,107,DIV0000000000107,PEMBAGIAN,1,Pembagian dengan 8 dan 9,8 ÷ 8,1,Mudah,Bilangan yang dibagi dirinya sendiri hasilnya selalu 1. 8 ÷ 8 = 1.
,108,DIV0000000000108,PEMBAGIAN,1,Pembagian dengan 8 dan 9,9 ÷ 9,1,Mudah,Bilangan yang dibagi dirinya sendiri hasilnya selalu 1. 9 ÷ 9 = 1.
,109,DIV0000000000109,PEMBAGIAN,1,Pembagian dengan 8 dan 9,16 ÷ 8,2,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 8 dikali berapa sama dengan 16? Karena 8 × 2 = 16, maka 16 ÷ 8 = 2."
,110,DIV0000000000110,PEMBAGIAN,1,Pembagian dengan 8 dan 9,18 ÷ 9,2,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 9 dikali berapa sama dengan 18? Karena 9 × 2 = 18, maka 18 ÷ 9 = 2."
,111,DIV0000000000111,PEMBAGIAN,1,Pembagian dengan 8 dan 9,24 ÷ 8,3,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 8 dikali berapa sama dengan 24? Karena 8 × 3 = 24, maka 24 ÷ 8 = 3."
,112,DIV0000000000112,PEMBAGIAN,1,Pembagian dengan 8 dan 9,27 ÷ 9,3,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 9 dikali berapa sama dengan 27? Karena 9 × 3 = 27, maka 27 ÷ 9 = 3."
,113,DIV0000000000113,PEMBAGIAN,1,Pembagian dengan 8 dan 9,32 ÷ 8,4,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 8 dikali berapa sama dengan 32? Karena 8 × 4 = 32, maka 32 ÷ 8 = 4."
